date,txCount,marketcap,price,exchangeVolume,generatedCoins,fees,activeAddresses,medianTxValue,medianFee,averageDifficulty,paymentCount,blockSize,blockCount
2019-05-31,41569,902379278.297922,0.930693,853734976,24540.25,12.6390718362928,13816,4.27597181184286,2.31E-05,127994515738810,32736,8647260,6125
2019-06-01,40518,959661535.408401,0.93045,855230260,24448.25,12.2180247107656,14009,4.876070960575,2.31E-05,130547316068299,32246,8467889,6102
2019-06-02,41665,951243937.701681,0.93027,855242308,25076,12.9537975530912,14243,4.69668189386772,2.31E-05,133891689442537,33389,8718613,6256
2019-06-03,46858,1056354364.21679,0.925537,859858805,24517.75,17.7945657124973,15454,5.72724061689656,2.31E-05,136979686093185,35889,9511083,6118
2019-06-04,39707,1043405406.43118,0.923158,862859008,24076,14.4553280956025,14248,6.68553756,2.31E-05,141701524122000,33090,8476209,6011
2019-06-05,39406,914194834.252142,0.917254,870412992,24247.5,20.4557168517582,13657,7.24167924782458,2.31E-05,130498740859676,33363,8528421,6054
2019-06-06,41658,906934250.190476,0.913579,870935829,24591,18.9909194620664,13546,4.1878219827,2.31E-05,130742084861927,33041,9465080,6139
2019-06-07,42005,884605491.479319,0.910538,874437054,24537,18.7834606445712,13246,4.04154792436844,2.31E-05,131424919090575,32389,9598161,6124
2019-06-08,45078,913180075.028369,0.909894,876580992,24688.75,23.2528412745317,13172,3.22413882,2.1E-05,133882497170805,32170,10667311,6161
2019-06-09,43027,940366879.001227,0.909435,877976799,24348,23.2563942473913,13983,4.2245608968,2.31E-05,134121438705913,32173,10395306,6078
2019-06-10,42169,903968065.927711,0.901279,882398657,24521.25,11.9574561874338,13531,4.10729259398694,2.31E-05,131890504241024,32881,8639661,6120
2019-06-11,38745,920034933.602905,0.900257,892040483,24274.75,13.7013347861547,13492,5.7132,2.31E-05,128980721684060,32245,8220745,6060
2019-06-12,42302,917737235.158879,0.894031,904092032,24456.5,13.8807235725411,13982,4.26560857921739,2.31E-05,127000747991000,33823,8685465,6104
2019-06-13,42638,953474036.301754,0.892677,910507008,24261.75,14.3407892171073,13429,4.3473826968,2.31E-05,125123372996210,33543,8787544,6055
2019-06-14,40869,947638049.5363,0.891515,919393024,24740.75,14.206314685707,13559,5.2428165912,2.31E-05,126421639399385,33088,8569578,6175
2019-06-15,42006,952420572.576744,0.890189,920793024,24352.75,15.9322915974411,15271,4.3973114616,2.31E-05,125072995760784,34699,8609297,6079
2019-06-16,44402,957059900.851554,0.887828,931713024,24842,14.6617072403336,13949,4.34740112858571,2.31E-05,124351215273218,34278,9059292,6199
2019-06-17,41792,970339405.07605,0.88515,957435239,24465.75,13.6345087997493,13265,4.43689945550965,2.31E-05,126404936559689,32045,8772059,6106
2019-06-18,42908,972735263.686833,0.869411,958883927,24248.5,12.8832993625138,14249,4.41369633265744,2.31E-05,125741816215705,33779,8726599,6053
2019-06-19,39358,938393457.512881,0.86104,958982016,24713,13.3569360153924,14511,4.6396906707,2.31E-05,124120650478377,32684,8369396,6168
2019-06-20,41619,948451398.734118,0.858654,968075008,24263.25,13.9590321370973,15408,5.99931708092838,2.31E-05,123072982605114,34252,8465388,6057
2019-06-21,53743,946850640.538991,0.8584,975712142,24389.5,18.7434012696248,22989,8.50028254,2.31E-05,120037547524640,42780,10035321,6087
2019-06-22,44919,973109827.004376,0.850341,988083259,24379,13.5729954074145,14285,4.4371725687,2.1E-05,117002863703866,33043,9086800,6084
2019-06-23,43833,1018089904.10129,0.840183,992256000,24625,13.0358787556442,13735,4.694910439,2.1E-05,120300328795471,33743,8838854,6145
2019-06-24,40364,1034591033.054,0.839794,992624941,24215.25,13.9591438598048,13359,5.88489558385593,2.31E-05,120396683037095,31846,8590633,6043
2019-06-25,42440,1033718903.74703,0.837902,1055340032,24886.75,15.0620304022396,14492,4.77227691423263,2.31E-05,119450462423208,33632,8981540,6210
2019-06-26,43674,1031517287.30642,0.824569,1072099968,23802,14.7029561322189,14928,9.23602119109303,2.31E-05,120961885306829,34634,8801581,5938
2019-06-27,41580,1006424575.37255,0.817856,1104770048,24036.5,13.996418296667,13957,9.0053066906,2.31E-05,111675981678085,34318,8511668,5998
2019-06-28,40524,855360975.13325,0.815735,1107874156,24488,12.628462456298,12956,5.491074542655,2.31E-05,107548733690482,32169,8454115,6111
2019-06-29,41672,896447256.83555,0.809507,1132690048,24591,11.3428015154155,12386,4.10957967009433,2.1E-05,109685747300305,31328,8554041,6136
2019-06-30,44210,922484785.574386,0.80224,1135949952,24485,12.1061489378648,12674,4.16838810366934,2.1E-05,111412172068037,32921,8862882,6109
